experiment_id,type,dataset,language_slice,dense_model,sparse_method,sparse_variant,hybrid_alpha,re_ranker,re_rank_topN,chunk_size,overlap,K_dense,K_sparse,K_report,ann_index,hnsw_M,efConstruction,efSearch,seed
Hybrid__mContriever__a0.25__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__bengali__c200__s42,hybrid,mMARCO,bengali,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__bengali__c200__s7,hybrid,mMARCO,bengali,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__bengali__c300__s42,hybrid,mMARCO,bengali,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__bengali__c300__s7,hybrid,mMARCO,bengali,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.25__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.25__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.5__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.5__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__LaBSE__a0.75__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__LaBSE__a0.75__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,LaBSE,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.25__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.25__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.5__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.5__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mContriever__a0.75__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mContriever__a0.75__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,mContriever,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,mE5,BM25,native,0.25,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.25__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.25__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,mE5,BM25,native,0.25,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,mE5,BM25,native,0.5,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.5__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.5__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,mE5,BM25,native,0.5,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__yoruba__c200__s42,hybrid,mMARCO,yoruba,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__yoruba__c200__s7,hybrid,mMARCO,yoruba,mE5,BM25,native,0.75,,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
Hybrid__mE5__a0.75__mMARCO__yoruba__c300__s42,hybrid,mMARCO,yoruba,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
Hybrid__mE5__a0.75__mMARCO__yoruba__c300__s7,hybrid,mMARCO,yoruba,mE5,BM25,native,0.75,,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__LaBSE__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,LaBSE,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.5,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mContriever__a0.75__mMiniLM_crossencoder__top50__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mContriever,BM25,native,0.75,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.25__mMiniLM_crossencoder__top50__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.25,mMiniLM_crossencoder,50.0,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.5,mMiniLM_crossencoder,,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c200__s42,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__top50__MIRACL__english__c200__s7,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.5,mMiniLM_crossencoder,50.0,200,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s42,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,42
HybridRerank__mE5__a0.5__mMiniLM_crossencoder__topNone__MIRACL__english__c300__s7,hybrid_rerank,MIRACL,english,mE5,BM25,native,0.5,mMiniLM_crossencoder,,300,50,100.0,100.0,10,HNSW,32.0,200.0,64.0,7
